124,0,"[0, 76, 96, 446]"
126,0,"[0, 56, 104, 463]"
128,0,"[1, 57, 148, 458]"
129,0,"[3, 69, 147, 448]"
130,0,"[7, 70, 151, 445]"
131,0,"[8, 80, 147, 439]"
132,0,"[10, 77, 149, 451]"
133,0,"[19, 70, 152, 454]"
134,0,"[21, 65, 158, 455]"
135,0,"[21, 58, 160, 462]"
136,0,"[26, 51, 160, 476]"
137,0,"[43, 46, 181, 477]"
138,0,"[43, 51, 185, 478]"
139,0,"[61, 58, 173, 469]"
140,0,"[68, 69, 175, 456]"
141,0,"[75, 70, 179, 454]"
144,0,"[93, 59, 203, 465]"
145,0,"[98, 80, 204, 480]"
146,0,"[104, 77, 208, 444]"
147,0,"[110, 68, 209, 454]"
148,0,"[112, 71, 211, 449]"
149,0,"[103, 45, 260, 480]"
150,0,"[108, 56, 264, 478]"
151,0,"[105, 46, 270, 480]"
152,0,"[111, 56, 272, 469]"
153,0,"[107, 66, 278, 464]"
157,0,"[142, 72, 299, 471]"
158,0,"[141, 76, 302, 468]"
159,0,"[143, 75, 302, 469]"
164,0,"[196, 66, 301, 465]"
165,0,"[197, 72, 308, 461]"
166,0,"[200, 86, 311, 445]"
167,0,"[201, 74, 317, 461]"
168,0,"[205, 65, 317, 472]"
169,0,"[190, 57, 333, 480]"
170,0,"[207, 74, 354, 468]"
171,0,"[225, 78, 332, 457]"
172,0,"[227, 74, 338, 461]"
173,0,"[231, 75, 341, 459]"
174,0,"[234, 86, 346, 445]"
178,0,"[242, 84, 409, 456]"
179,0,"[243, 90, 410, 449]"
182,0,"[240, 92, 414, 449]"
184,0,"[242, 82, 412, 459]"
185,0,"[275, 103, 380, 430]"
187,0,"[289, 85, 399, 480]"
189,0,"[302, 82, 404, 453]"
190,0,"[303, 82, 407, 451]"
191,0,"[308, 79, 409, 457]"
192,0,"[314, 52, 414, 480]"
193,0,"[328, 60, 429, 469]"
194,0,"[330, 40, 431, 480]"
195,0,"[331, 46, 434, 480]"
196,0,"[332, 72, 438, 465]"
197,0,"[334, 68, 440, 464]"
198,0,"[337, 70, 442, 463]"
199,0,"[342, 69, 443, 462]"
200,0,"[343, 71, 446, 466]"
201,0,"[347, 74, 447, 458]"
202,0,"[347, 74, 449, 460]"
203,0,"[351, 76, 447, 459]"
204,0,"[351, 83, 447, 453]"
205,0,"[361, 80, 463, 458]"
206,0,"[362, 91, 469, 448]"
207,0,"[365, 85, 467, 452]"
208,0,"[370, 98, 467, 439]"
209,0,"[369, 89, 468, 447]"
210,0,"[372, 93, 468, 443]"
211,0,"[373, 90, 470, 446]"
212,0,"[379, 81, 470, 449]"
213,0,"[379, 71, 471, 457]"
214,0,"[381, 67, 472, 463]"
215,0,"[386, 82, 477, 446]"
216,0,"[387, 80, 481, 447]"
217,0,"[386, 85, 481, 446]"
218,0,"[385, 102, 481, 428]"
219,0,"[399, 92, 499, 440]"
220,0,"[400, 87, 500, 445]"
221,0,"[402, 87, 499, 443]"
222,0,"[404, 93, 500, 441]"
223,0,"[408, 91, 503, 437]"
224,0,"[412, 93, 506, 438]"
225,0,"[415, 89, 509, 442]"
226,0,"[415, 91, 514, 442]"
227,0,"[414, 93, 517, 443]"
228,0,"[416, 91, 518, 446]"
229,0,"[416, 88, 519, 447]"
230,0,"[415, 89, 520, 448]"
231,0,"[427, 99, 533, 440]"
232,0,"[433, 102, 534, 434]"
233,0,"[433, 96, 536, 436]"
234,0,"[438, 97, 537, 438]"
235,0,"[440, 92, 540, 440]"
236,0,"[447, 92, 540, 434]"
237,0,"[448, 85, 545, 442]"
238,0,"[447, 81, 552, 453]"
239,0,"[454, 75, 550, 457]"
240,0,"[465, 87, 558, 439]"
241,0,"[472, 86, 560, 441]"
242,0,"[472, 91, 565, 405]"
243,0,"[474, 87, 566, 408]"
244,0,"[476, 84, 567, 408]"
245,0,"[480, 88, 573, 405]"
246,0,"[484, 80, 575, 413]"
247,0,"[486, 77, 578, 413]"
248,0,"[486, 80, 582, 407]"
249,0,"[486, 76, 585, 410]"
250,0,"[498, 95, 590, 391]"
251,0,"[500, 13, 600, 480]"
252,0,"[501, 29, 601, 480]"
253,0,"[502, 49, 604, 480]"
254,0,"[505, 54, 604, 480]"
255,0,"[509, 94, 597, 397]"
256,0,"[512, 96, 599, 398]"
257,0,"[515, 89, 604, 403]"
258,0,"[517, 100, 606, 390]"
259,0,"[520, 98, 608, 390]"
260,0,"[519, 97, 610, 392]"
261,0,"[524, 85, 611, 403]"
262,0,"[541, 97, 613, 394]"
263,0,"[538, 98, 617, 393]"
264,0,"[542, 99, 624, 391]"
265,0,"[545, 101, 629, 388]"
266,0,"[545, 101, 633, 390]"
267,0,"[544, 95, 636, 399]"
268,0,"[549, 95, 636, 398]"
269,0,"[549, 97, 637, 399]"
270,0,"[551, 95, 638, 402]"
271,0,"[555, 94, 640, 402]"
272,0,"[553, 99, 640, 398]"
273,0,"[557, 89, 640, 405]"
308,1,"[0, 0, 123, 480]"
309,1,"[8, 0, 139, 451]"
310,1,"[8, 0, 140, 480]"
311,1,"[10, 26, 145, 480]"
312,1,"[11, 15, 140, 412]"
313,1,"[11, 57, 152, 476]"
314,1,"[17, 64, 154, 472]"
315,1,"[18, 2, 162, 428]"
316,1,"[48, 0, 182, 436]"
317,1,"[69, 0, 225, 444]"
318,1,"[61, 0, 242, 480]"
319,1,"[80, 9, 277, 472]"
320,1,"[94, 0, 267, 441]"
321,1,"[80, 46, 286, 480]"
321,1,"[104, 0, 253, 336]"
322,1,"[87, 45, 289, 480]"
323,1,"[122, 0, 301, 446]"
324,1,"[132, 0, 295, 426]"
325,1,"[140, 8, 296, 413]"
326,1,"[146, 4, 302, 414]"
327,1,"[149, 11, 304, 412]"
328,1,"[153, 6, 346, 475]"
329,1,"[168, 7, 330, 415]"
330,1,"[163, 11, 348, 466]"
331,1,"[162, 0, 354, 480]"
332,1,"[183, 0, 382, 480]"
333,1,"[203, 2, 364, 424]"
334,1,"[217, 4, 364, 428]"
335,1,"[206, 0, 377, 477]"
336,1,"[214, 0, 378, 435]"
337,1,"[244, 8, 391, 420]"
338,1,"[242, 6, 400, 422]"
339,1,"[246, 0, 413, 433]"
340,1,"[259, 0, 430, 428]"
341,1,"[267, 1, 432, 429]"
342,1,"[256, 0, 445, 472]"
343,1,"[261, 0, 449, 477]"
344,1,"[277, 0, 479, 473]"
345,1,"[288, 7, 473, 465]"
346,1,"[291, 9, 474, 464]"
347,1,"[304, 7, 474, 463]"
348,1,"[302, 10, 476, 461]"
349,1,"[309, 13, 478, 460]"
350,1,"[330, 0, 506, 471]"
351,1,"[332, 5, 509, 467]"
352,1,"[362, 29, 472, 394]"
353,1,"[368, 36, 479, 392]"
356,1,"[369, 31, 538, 433]"
357,1,"[385, 29, 530, 407]"
358,1,"[389, 30, 536, 392]"
359,1,"[402, 24, 561, 392]"
360,1,"[409, 25, 556, 389]"
361,1,"[413, 27, 557, 393]"
362,1,"[418, 28, 561, 388]"
363,1,"[419, 25, 564, 395]"
364,1,"[419, 27, 570, 395]"
365,1,"[419, 29, 577, 394]"
366,1,"[445, 29, 587, 394]"
367,1,"[444, 31, 591, 394]"
368,1,"[444, 31, 594, 391]"
369,1,"[450, 21, 600, 399]"
